No,物件種目,住所,登録価格（万円）,成約価格（万円）,交通,土地権利,建ぺい率,用途地域,坪単価（万円）,容積率,土地面積（㎡）,土地面積（坪）,公開日,成約日,私道面積,私道持分,条件,latitude,longitude
445,売地,掛川市薗ケ谷,980.0,800.0,バス停,所有権,60,工業地域,6.5,200,507.0,151,2024/1/23,2024/3/18,-,-,現況渡し,34.7839026,138.0419154
479,売地,掛川市横須賀295,750.0,750.0,東海道本線/バス停,所有権,60,１種住居,6.1,200,413.19,123,2024/4/23,2024/6/20,-,-,現況渡し,34.6833689,137.9751209
473,売地,掛川市沖之須,260.0,235.0,東海道本線,所有権,60,無指定,4.1,200,214.31,64,2024/7/28,-,-,-,現況渡し,34.6669849,137.9836915
438,売地,掛川市下垂木1423,590.0,590.0,東海道本線,所有権,60,無指定,10.0,200,197.35,59,2023/3/25,2023/5/13,-,-,現況渡し,34.7876715,137.9857685
439,売地,掛川市下垂木1785-3,700.0,700.0,天竜浜名湖鉄道,所有権,50,１種低層,7.3,80,320.0,95,2023/8/26,2023/11/9,-,-,現況渡し,34.7856951,137.9841497
441,売地,掛川市下垂木２２９３－５,1060.0,1060.0,天竜浜名湖鉄道,所有権,60,１種住居,18.7,200,190.16,57,2024/4/17,2024/6/4,-,-,現況渡し,34.7876715,137.9857685
440,売地,掛川市下垂木2297-3,780.0,780.0,天竜浜名湖鉄道,所有権,60,１種住居,12.1,200,215.57,64,2023/9/6,2023/9/29,-,-,更地渡し,34.7876715,137.9857685
442,売地,掛川市下垂木578-41,48.0,1000.0,東海道本線,所有権,60,無指定,0.7,200,227.69,68,2023/8/18,2023/9/17,-,-,現況渡し,34.7935159,137.9906466
476,売地,掛川市下土方,500.0,450.0,バス停,所有権,60,無指定,4.9,200,342.0,102,2023/10/27,2023/12/23,-,-,相談,34.6965902,138.0431549
443,売地,掛川市下俣1021,1500.0,1500.0,東海道本線/バス停,所有権,60,-,19.4,150,259.75,77,2023/10/26,2023/12/15,-,-,更地渡し,34.7729219,138.0015381
421,売地,掛川市家代,650.0,225.0,バス停,所有権,60,無指定,7.3,200,297.52,89,2023/10/25,2023/12/8,-,-,相談,34.7971481,137.9787391
469,売地,掛川市家代の里３丁目19,1470.0,1470.0,天竜浜名湖鉄道,所有権,50,１種低層,20.3,80,243.06,72,2023/11/28,2023/12/9,-,-,更地渡し,34.7896687,137.9731683
425,売地,掛川市各和,1250.0,1000.0,天竜浜名湖鉄道,所有権,60,無指定,5.0,200,835.97,249,2024/8/11,2024/10/17,-,-,相談,34.7751117,137.9589345
436,売地,掛川市逆川,400.0,370.0,バス停,所有権,60,無指定,7.8,200,173.0,52,2023/6/14,2023/7/22,-,-,相談,34.7801937,138.0493528
437,売地,掛川市逆川,500.0,500.0,バス停,所有権,60,無指定,6.4,200,264.0,79,2023/6/14,2023/7/16,-,-,相談,34.7801937,138.0493528
460,売地,掛川市宮脇1059-2,1263.0,1263.0,東海道本線,所有権,30,１種低層,14.8,50,287.34,86,2024/2/26,2024/5/6,-,-,更地渡し,34.7847219,138.0322061
458,売地,掛川市宮脇282-2,962.0,962.0,東海道本線,所有権,60,-,15.5,150,208.45,62,2024/3/1,2024/4/11,-,-,建築条件付,34.7785196,138.0252792
461,売地,掛川市宮脇492-5,3500.0,2000.0,東海道本線,所有権,60,-,11.8,150,998.55,297,2024/3/27,2024/4/4,-,-,現況渡し,34.7830731,138.0309054
457,売地,掛川市宮脇492-5１号地,900.0,900.0,東海道本線,所有権,60,-,14.5,150,208.21,62,2024/12/21,2025/1/23,-,-,更地渡し,34.7830731,138.0309054
459,売地,掛川市宮脇字五輪田宮脇1号地,990.0,940.0,東海道本線/バス停,所有権,60,１種住居,13.2,200,251.37,75,2023/5/23,2023/7/29,-,-,建築条件付,34.7842856,138.0320005
435,売地,掛川市五明,1200.0,1180.0,バス停/バス停,所有権,60,無指定,8.9,200,451.0,134,2023/10/21,2023/11/18,-,-,相談,34.8055116,137.9985512
434,売地,掛川市高御所,1950.0,1900.0,東海道本線,所有権,60,１種住居,15.3,200,429.0,128,2023/7/11,2023/7/24,-,-,相談,34.7574069,137.9898825
433,売地,掛川市高御所,550.0,500.0,バス停,所有権,60,工業地域,7.5,200,245.23,73,2025/1/24,2025/2/15,-,-,相談,34.7574069,137.9898825
477,売地,掛川市高瀬1229-71229-7,200.0,200.0,ＪＲ東海道新幹線/バス停/バス停,所有権,60,無指定,3.1,200,214.94,64,2024/11/5,2024/11/6,-,-,現況渡し,34.7285394,138.0431549
453,売地,掛川市細谷,800.0,600.0,天竜浜名湖鉄道,所有権,60,無指定,3.2,200,831.29,248,2023/8/9,2023/8/27,-,-,相談,34.7908743,137.9638849
450,売地,掛川市七日町,1170.0,1100.0,東海道本線,所有権,50,-,18.3,80,214.99,64,2023/4/10,2023/4/28,-,-,現況渡し,34.7794201,138.002886
444,売地,掛川市十九首,2573.0,2100.0,バス停,所有権,80,近隣商業,20.3,200,425.31,127,2024/9/20,2024/11/29,-,-,相談,34.7740357,138.0039698
429,売地,掛川市上西郷,980.0,940.0,バス停,所有権,60,無指定,15.4,200,213.51,64,2023/4/24,2023/7/1,-,-,更地渡し,34.7923626,138.0127594
430,売地,掛川市上西郷,1000.0,980.0,バス停,所有権,60,無指定,9.0,200,373.17,111,2024/11/25,2025/2/22,-,-,現況渡し,34.7923626,138.0127594
431,売地,掛川市上西郷,1080.0,980.0,バス停,所有権,60,無指定,6.6,200,551.43,164,2024/12/26,2025/3/9,-,-,相談,34.7923626,138.0127594
427,売地,掛川市上西郷,600.0,600.0,バス停/バス停,所有権,60,無指定,5.7,200,354.0,105,2023/5/10,2023/5/15,-,-,相談,34.7923626,138.0127594
432,売地,掛川市上西郷,78.0,78.0,バス停,所有権,60,無指定,0.3,200,949.22,283,2023/9/14,2023/10/10,-,-,相談,34.7923626,138.0127594
428,売地,掛川市上西郷2097-7,945.0,945.0,東海道本線,所有権,60,無指定,12.0,200,264.32,79,2024/11/9,2024/11/9,-,-,更地渡し,34.7923626,138.0127594
426,売地,掛川市上西郷2165-2,537.0,537.0,東海道本線,所有権,60,-,10.1,200,177.83,53,2024/8/3,2024/8/3,-,-,現況渡し,34.8007433,138.0125391
420,売地,掛川市上張829-7.839-2,900.0,900.0,東海道本線,所有権,60,無指定,9.0,200,337.0,100,2024/10/12,2024/11/1,-,-,現況渡し,34.7598001,138.0230915
474,売地,掛川市上土方430-8,550.0,550.0,東海道本線,所有権,60,-,6.2,200,300.0,89,2025/2/23,2025/3/30,-,-,更地渡し,34.7060941,138.0397657
475,売地,掛川市上土方落合1240-1の一部,556.0,556.0,バス停/バス停/バス停,所有権,60,無指定,5.2,200,360.0,107,2024/3/11,2024/5/3,-,-,現況渡し,34.7191828,138.034479
467,売地,掛川市城西１丁目8-25,1198.0,1098.0,東海道本線/バス停,所有権,60,２種中高,20.0,150,201.42,60,2024/8/14,2024/9/15,-,-,現況渡し,34.7752483,138.010076
468,売地,掛川市城西２丁目685-5,1310.0,1200.0,東海道本線,所有権,60,-,19.7,200,223.0,66,2025/1/21,2025/2/1,-,-,更地渡し,34.7764281,138.0066019
463,売地,掛川市城北２丁目,980.0,980.0,バス停,所有権,50,１種低層,14.6,80,224.93,67,2024/8/13,2024/9/7,-,-,更地渡し,34.778031,138.0056729
464,売地,掛川市城北２丁目9番2号,1450.0,1450.0,東海道本線,所有権,50,１種低層,18.9,80,257.73,77,2024/6/27,2024/7/1,-,-,更地渡し,34.7777301,138.0057406
452,売地,掛川市仁藤117-22号地,1330.0,1330.0,東海道本線,所有権,60,-,21.0,150,212.92,63,2024/7/19,2024/7/28,-,-,現況渡し,34.7740141,138.0206977
456,売地,掛川市水垂331-4,1090.0,1090.0,東海道本線,所有権,30,１種住居,7.9,50,461.0,137,2023/9/16,2023/9/30,-,-,現況渡し,34.7859026,138.0196094
451,売地,掛川市成滝576,1750.0,1750.0,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,11.4,200,517.0,154,2023/8/5,2023/10/5,-,-,更地渡し,34.7784893,138.034479
478,売地,掛川市西大渕,350.0,320.0,バス停,所有権,60,２種住居,3.9,200,301.0,90,2024/9/7,2024/9/19,-,-,相談,34.6756257,137.9823679
466,売地,掛川市青葉台,1350.0,1350.0,ＪＲ東海道新幹線,所有権,60,１種住居,18.0,200,251.57,75,2024/2/2,2024/4/16,-,-,現況渡し,34.7725753,138.0326201
465,売地,掛川市青葉台,970.0,900.0,ＪＲ東海道新幹線,所有権,60,-,14.9,150,218.4,65,2024/11/11,2024/12/28,-,-,更地渡し,34.7725753,138.0326201
472,売地,掛川市大坂,1200.0,1200.0,東海道本線,所有権,60,１種住居,8.7,200,462.86,138,2024/3/29,2024/6/3,-,-,現況渡し,34.6698829,138.0454266
471,売地,掛川市大坂5000-6,8.0,420.0,東海道本線,所有権,60,無指定,0.1,200,202.98,60,2023/5/17,2023/5/26,-,-,現況渡し,34.6820136,138.0444276
470,売地,掛川市大坂5919-1,420.0,420.0,東海道本線,所有権,60,無指定,7.0,200,200.44,60,2024/4/12,2024/4/25,-,-,更地渡し,34.6698829,138.0454266
423,売地,掛川市大池,1020.0,970.0,東海道本線,所有権,40,１種低層,18.3,60,187.31,56,2024/9/26,2024/9/30,-,-,現況渡し,34.7760715,137.9935975
424,売地,掛川市大池,1120.0,1120.0,ＪＲ東海道新幹線,所有権,40,１種低層,17.1,60,220.0,66,2024/2/6,2024/2/18,-,-,現況渡し,34.7760715,137.9935975
422,売地,掛川市大池453-5B,950.0,950.0,東海道本線,所有権,40,１種低層,15.1,60,210.61,63,2025/3/1,2025/4/25,-,-,相談,34.7760715,137.9935975
449,売地,掛川市富部,840.0,840.0,天竜浜名湖鉄道,所有権,80,近隣商業,11.0,200,257.0,77,2024/3/18,2024/5/26,-,-,相談,34.7809559,137.9700737
448,売地,掛川市富部,600.0,400.0,バス停,所有権,40,１種低層,5.2,60,384.0,114,2024/6/12,2024/7/14,-,-,相談,34.7809559,137.9700737
454,売地,掛川市本郷2425番31他2筆,600.0,600.0,天竜浜名湖鉄道,所有権,60,無指定,5.9,200,339.91,101,2024/6/29,2024/8/7,-,-,相談,34.8113112,137.9559373
455,売地,掛川市本郷533-3,248.0,248.0,天竜浜名湖鉄道,所有権,60,無指定,17.3,200,48.0,14,2024/5/31,2024/8/6,-,-,現況渡し,34.8059836,137.9558111
446,売地,掛川市満水1-3他,718.0,718.0,東海道本線,所有権,60,１種住居,7.8,200,310.27,92,2024/2/10,2024/3/9,-,-,現況渡し,34.7719078,138.0543668
447,売地,掛川市満水86-1,1000.0,1000.0,東海道本線,所有権,60,工業地域,7.2,200,464.0,138,2024/11/2,2024/11/9,-,-,現況渡し,34.7719078,138.0543668
462,売地,掛川市弥生町,980.0,980.0,バス停,所有権,50,１種低層,19.2,80,171.63,51,2024/12/12,2024/12/23,-,-,更地渡し,34.7785176,138.0115568
480,売地,掛川市和光３丁目,1194.0,1140.0,東海道本線,所有権,50,-,22.4,100,179.0,53,2024/4/5,2024/5/27,-,-,相談,34.7827446,138.0053632
542,売地,袋井市旭町１丁目2-5,1700.0,1350.0,東海道本線/バス停,所有権,60,２種中高,22.3,200,256.0,76,2023/11/18,2023/11/20,-,-,更地渡し,34.7518759,137.9217528
543,売地,袋井市旭町２丁目4番1013号地,1390.0,1390.0,東海道本線/バス停,所有権,70,２種中高,51.2,200,91.13,27,2025/2/17,2025/2/24,-,-,建築条件付,34.8077057,135.3558105
545,売地,袋井市岡崎3315-5,650.0,580.0,東海道本線,所有権,60,無指定,5.1,200,428.11,127,2023/10/31,-,-,-,現況渡し,34.702061,137.9468032
544,売地,袋井市岡崎6010,480.0,480.0,東海道本線,所有権,60,無指定,5.4,200,299.94,89,2023/11/4,2023/12/19,-,-,相談,34.705702,137.9395043
550,売地,袋井市萱間606-1の一部,363.0,350.0,東海道本線,所有権,60,無指定,3.9,200,308.75,92,2024/10/19,-,-,-,現況渡し,34.8091488,137.8859679
549,売地,袋井市萱間802,330.0,330.0,天竜浜名湖鉄道/バス停/バス停/バス停,所有権,60,無指定,3.3,200,334.33,100,2025/2/8,2025/3/25,-,-,現況渡し,34.8091488,137.8859679
555,売地,袋井市久能1538-1,1200.0,1200.0,東海道本線,所有権,50,１種低層,16.4,80,246.4,73,2024/1/25,2024/2/24,-,-,現況渡し,34.7592018,137.9134191
554,売地,袋井市久能1543-1久能①,990.0,990.0,東海道本線,所有権,50,１種低層,16.9,80,197.0,59,2024/7/9,2024/7/27,-,-,現況渡し,34.7583109,137.913338
559,売地,袋井市久能2568-1No.92,1298.0,1250.0,東海道本線/バス停,所有権,60,無指定,21.8,200,200.18,60,2023/7/19,2023/9/4,-,-,現況渡し,34.7674909,137.919347
557,売地,袋井市久能２５６８－７３他７８,1265.0,1265.0,東海道本線/バス停,所有権,60,無指定,20.9,200,203.12,60,2024/1/5,2024/2/28,-,-,現況渡し,34.7674909,137.919347
558,売地,袋井市久能2585-1の内48号地,1276.0,1276.0,東海道本線,所有権,60,１種住居,19.9,200,215.48,64,2023/10/30,2023/11/20,-,-,現況渡し,34.7674909,137.919347
556,売地,袋井市久能字清ヶ谷2614番、2618番他65号地,1265.0,1265.0,東海道本線/バス停,所有権,60,無指定,21.0,200,202.04,60,2024/12/27,2024/12/28,-,-,建築条件付,34.6949739,137.969126
565,売地,袋井市月見町12番4,35.0,500.0,バス停/バス停,所有権,60,-,1.0,150,118.0,35,2025/1/30,2025/3/7,-,-,現況渡し,34.7862356,137.9091456
563,売地,袋井市高尾,990.0,990.0,東海道本線,所有権,50,１種低層,13.9,100,239.29,71,2023/4/29,2023/6/23,-,-,更地渡し,34.7393477,137.9255306
560,売地,袋井市高尾,790.0,790.0,東海道本線,所有権,50,１種低層,9.8,100,270.02,80,2023/6/3,2023/6/18,-,-,更地渡し,34.7393477,137.9255306
561,売地,袋井市高尾1496番43,900.0,900.0,東海道本線,所有権,50,１種低層,12.8,100,236.56,70,2023/4/15,-,-,-,相談,34.7333635,137.9255589
564,売地,袋井市高尾1559-80,1150.0,1150.0,東海道本線/バス停,所有権,50,１種低層,17.1,100,225.67,67,2024/7/22,2024/9/27,-,-,更地渡し,34.7330896,137.9236562
562,売地,袋井市高尾1630-7,980.0,950.0,東海道本線,所有権,50,１種低層,16.1,100,204.0,61,2024/5/16,2024/6/11,-,-,現況渡し,34.7336543,137.9209171
553,売地,袋井市国本,650.0,650.0,バス停,所有権,60,無指定,7.4,200,294.2,88,2023/12/27,2024/1/28,-,-,現況渡し,34.7644654,137.957614
552,売地,袋井市国本2212,445.0,445.0,東海道本線/バス停,所有権,60,無指定,8.6,200,173.3,52,2024/8/28,2024/11/1,-,-,相談,34.7631408,137.9409915
572,売地,袋井市山科3032-1,8.0,8.0,東海道本線,所有権,60,工業地域,0.0,200,940.0,280,2024/4/6,2024/4/27,-,-,更地渡し,34.7677033,137.9047687
602,売地,袋井市松原,550.0,550.0,東海道本線,所有権,60,無指定,8.1,200,227.48,68,2024/1/9,2024/3/3,-,-,現況渡し,34.6869214,137.9255306
548,売地,袋井市上山梨,1500.0,1500.0,バス停,所有権,30,１種低層,15.8,50,318.0,95,2024/6/12,2024/7/28,-,-,相談,34.7885429,137.9045093
547,売地,袋井市上山梨1451,1300.0,1080.0,バス停,所有権,60,１種住居,13.0,200,335.92,100,2023/7/28,2023/9/12,-,-,更地渡し,34.7932164,137.9029413
546,売地,袋井市上山梨925ー5,240.0,240.0,バス停,所有権,60,-,8.1,150,99.5,30,2024/12/29,2025/3/31,-,-,現況渡し,34.79348040000001,137.9076473
568,売地,袋井市新池789,950.0,940.0,東海道本線,所有権,60,１種住居,11.6,200,274.0,82,2024/9/23,2024/10/31,-,-,更地渡し,34.7314109,137.9094547
569,売地,袋井市西田55-6,1980.0,1730.0,東海道本線,所有権,60,工業地域,17.7,200,374.83,112,2024/8/1,2024/8/30,-,-,現況渡し,34.74181670000001,137.9122788
591,売地,袋井市浅羽,1000.0,1000.0,東海道本線,所有権,60,-,12.2,100,274.92,82,2023/10/8,2023/11/28,-,-,相談,34.7138539,137.9240776
592,売地,袋井市浅羽,1000.0,1000.0,東海道本線,所有権,60,-,12.2,100,275.12,82,2023/7/27,2023/10/7,-,-,相談,34.7138539,137.9240776
582,売地,袋井市浅羽,720.0,720.0,東海道本線,所有権,60,無指定,11.9,200,203.95,61,2023/8/25,2023/10/29,-,-,更地渡し,34.7138539,137.9240776
590,売地,袋井市浅羽,980.0,980.0,東海道本線,所有権,60,-,11.5,100,286.45,85,2024/7/11,2024/8/11,-,-,現況渡し,34.7138539,137.9240776
583,売地,袋井市浅羽,720.0,720.0,東海道本線,所有権,60,無指定,10.9,200,222.18,66,2023/8/25,2023/10/14,-,-,更地渡し,34.7138539,137.9240776
585,売地,袋井市浅羽1354,780.0,780.0,東海道本線,所有権,60,-,7.5,100,348.0,104,2024/2/19,2024/4/7,-,-,更地渡し,34.7138539,137.9240776
593,売地,袋井市浅羽1661-7,1070.0,1070.0,東海道本線,所有権,60,１種住居,15.5,100,232.32,69,2025/2/28,2025/4/13,-,-,更地渡し,34.7137167,137.9274676
588,売地,袋井市浅羽1690-5,890.0,890.0,東海道本線,所有権,60,-,14.1,100,212.11,63,2024/7/31,2024/8/22,-,-,現況渡し,34.7118689,137.927581
584,売地,袋井市浅羽1781-7,740.0,680.0,東海道本線,所有権,60,-,12.3,100,202.28,60,2024/9/14,-,-,-,現況渡し,34.7104972,137.9276642
594,売地,袋井市浅羽2204-1,1350.0,1350.0,バス停,所有権,60,-,6.4,100,711.62,212,2025/2/7,2025/3/27,-,-,相談,34.7155701,137.9273665
580,売地,袋井市浅羽2411-1,650.0,600.0,東海道本線,所有権,60,-,9.0,100,243.0,72,2023/3/31,2023/4/22,-,-,現況渡し,34.7138539,137.9240776
587,売地,袋井市浅羽2428-9,860.0,860.0,東海道本線,所有権,60,-,10.1,100,285.0,85,2024/2/5,2024/3/30,-,-,更地渡し,34.7138539,137.9240776
581,売地,袋井市浅羽820番1、1105番6A区画,720.0,720.0,東海道本線/バス停停歩5分/バス停,所有権,60,無指定,10.9,200,221.68,66,2023/10/16,2023/11/25,-,-,現況渡し,34.7138539,137.9240776
595,売地,袋井市浅羽一色,550.0,540.0,バス停,所有権,60,無指定,7.8,200,236.89,71,2023/4/1,2023/4/18,-,-,相談,34.6999335,137.9131641
589,売地,袋井市浅羽字奥林2387-2,900.0,900.0,東海道本線/バス停,所有権,60,-,9.9,100,305.0,91,2023/6/6,2023/6/16,-,-,更地渡し,34.7138539,137.9240776
586,売地,袋井市浅羽字奥林2428-8,850.0,850.0,東海道本線,所有権,60,-,10.6,100,268.0,80,2023/1/20,2023/4/8,-,-,現況渡し,34.7138539,137.9240776
574,売地,袋井市浅岡325-1、326-1,1100.0,1100.0,東海道本線/バス停,所有権,60,１種住居,8.8,200,418.0,124,2023/7/22,2023/7/29,-,-,現況渡し,34.7064153,137.9158766
577,売地,袋井市浅名1014-7,880.0,880.0,東海道本線,所有権,60,２種住居,9.7,200,303.1,90,2024/11/25,2024/11/30,-,-,更地渡し,34.7161794,137.9354259
576,売地,袋井市浅名860-142号地,720.0,22.0,東海道本線/バス停,所有権,50,１種低層,8.3,100,289.56,86,2025/2/9,2025/4/22,-,-,現況渡し,34.7161794,137.9354259
575,売地,袋井市浅名860-153号地,680.0,24.0,東海道本線/バス停,所有権,50,１種低層,6.3,100,360.26,107,2025/2/9,2025/4/22,-,-,現況渡し,34.7161794,137.9354259
578,売地,袋井市浅名Ｂ区画,890.0,89.0,バス停,所有権,60,１種住居,11.1,200,270.38,81,2023/3/23,2023/5/23,-,-,更地渡し,34.7161794,137.9354259
579,売地,袋井市浅名B区画,890.0,890.0,バス停,所有権,60,１種住居,11.1,200,270.38,81,2023/2/26,2023/4/30,-,-,更地渡し,34.7161794,137.9354259
570,売地,袋井市袋井17,525.0,525.0,東海道本線,所有権,80,近隣商業,12.2,200,144.72,43,2024/7/22,2024/11/1,-,-,更地渡し,34.748058,137.924589
601,売地,袋井市長溝489-1,6.0,6.0,東海道本線,所有権,60,無指定,0.1,200,154.61,46,2024/8/27,2024/9/9,-,-,現況渡し,34.7107679,137.9098098
604,売地,袋井市天神町３丁目13-1,1840.0,1840.0,東海道本線,所有権,50,１種低層,26.8,100,230.96,69,2024/10/17,2024/10/28,-,-,現況渡し,34.7505095,137.9137604
597,売地,袋井市梅山,350.0,350.0,東海道本線/バス停,所有権,60,無指定,5.3,200,222.06,66,2023/8/10,2023/8/28,-,-,現況渡し,34.6938083,137.9391371
596,売地,袋井市梅山,350.0,350.0,東海道本線,所有権,60,無指定,5.1,200,231.94,69,2023/8/10,2023/8/28,-,-,現況渡し,34.6938083,137.9391371
598,売地,袋井市富里,200.0,160.0,バス停,所有権,60,無指定,5.2,200,128.4,38,2023/7/24,2023/10/5,-,-,現況渡し,34.6974142,137.9045093
600,売地,袋井市豊住,3000.0,2800.0,バス停,所有権,60,無指定,10.4,200,966.0,288,2023/5/10,2023/6/25,-,-,相談,34.7016457,137.9280043
599,売地,袋井市豊住492,520.0,520.0,東海道本線,所有権,60,-,6.8,200,257.84,77,2025/3/4,2025/3/21,-,-,更地渡し,34.7050888,137.9304382
567,売地,袋井市豊沢,1200.0,1150.0,バス停,所有権,60,無指定,5.6,200,725.52,216,2023/12/24,2024/3/2,-,-,相談,34.7358647,137.9438038
566,売地,袋井市豊沢255-56,952.0,952.0,バス停,所有権,60,無指定,12.2,200,262.41,78,2025/3/3,2025/4/9,-,-,更地渡し,34.7274874,137.9557296
571,売地,袋井市堀越529-20,75.0,18.0,東海道本線/バス停,所有権,60,工業地域,1.3,200,192.47,57,2025/3/1,2025/3/15,-,-,相談,34.7587503,137.9094547
603,売地,袋井市湊75番地4,158.5,140.0,東海道本線,所有権,60,無指定,10.5,200,50.86,15,2024/2/9,-,-,-,現況渡し,34.6792684,137.9098218
551,売地,袋井市木原460-2,6.0,6.0,東海道本線/バス停,所有権,60,無指定,0.1,200,248.15,74,2023/9/2,-,-,-,現況渡し,34.7436666,137.9041399
573,売地,袋井市鷲巣912番８,500.0,450.0,東海道本線/バス停,所有権,60,-,6.1,200,277.0,82,2023/6/1,2023/6/21,-,-,現況渡し,34.7662044,137.9267338
645,売地,磐田市安久路２丁目20-6№1,1750.0,1650.0,東海道本線/バス停,所有権,50,-,22.4,80,262.62,78,2025/1/16,2025/1/27,-,-,現況渡し,34.723941,137.8727708
657,売地,磐田市下本郷231-51,1769.0,1769.0,東海道本線,所有権,60,-,28.9,100,205.28,61,2024/11/8,2024/11/24,-,-,現況渡し,34.7101608,137.8221493
656,売地,磐田市下野部1676番1,350.0,350.0,天竜浜名湖鉄道,所有権,50,無指定,1.8,80,649.32,193,2025/2/3,2025/2/6,-,-,現況渡し,34.8510777,137.857531
653,売地,磐田市加茂659-3,1380.0,1250.0,東海道本線,所有権,40,無指定,4.7,80,976.0,291,2024/4/17,2024/6/12,-,-,現況渡し,34.7322418,137.8336726
647,売地,磐田市掛塚1113,600.0,380.0,バス停,所有権,60,２種中高,8.5,150,236.59,70,2023/3/18,2023/4/30,-,-,更地渡し,34.6729388,137.7968606
608,売地,磐田市笠梅553-5,480.0,480.0,バス停,所有権,60,無指定,5.6,200,287.5,86,2023/11/20,2023/11/20,-,-,現況渡し,34.7731201,137.8791732
609,売地,磐田市鎌田22,1755.0,1755.0,東海道本線,所有権,90,近隣商業,29.4,200,200.5,60,2023/5/26,2023/7/10,-,-,建築条件付,34.7139294,137.8896757
610,売地,磐田市鎌田46街区4，5，9,1819.0,1700.0,東海道本線,所有権,50,１種低層,30.5,80,200.5,60,2024/11/26,2025/1/23,-,-,現況渡し,34.7139294,137.8896757
605,売地,磐田市岩井1936-1D区画,1680.0,1680.0,東海道本線/バス停/バス停停歩11分,所有権,40,１種低層,22.6,80,250.0,74,2025/2/8,2025/2/22,-,-,現況渡し,34.7347578,137.8756206
636,売地,磐田市見付,1720.0,1680.0,バス停/バス停,所有権,70,２種住居,25.9,200,222.57,66,2025/3/4,2025/4/7,-,-,更地渡し,34.7321161,137.858685
637,売地,磐田市見付,1720.0,1650.0,バス停,所有権,70,２種住居,25.9,200,222.57,66,2025/2/1,2025/3/31,-,-,更地渡し,34.7321161,137.858685
638,売地,磐田市見付,1980.0,1980.0,バス停,所有権,40,１種低層,23.9,80,277.66,83,2024/6/24,2024/7/29,-,-,現況渡し,34.7321161,137.858685
633,売地,磐田市見付1123-3A区画,880.0,850.0,東海道本線,所有権,60,-,12.9,150,229.21,68,2023/5/29,2023/6/28,-,-,更地渡し,34.7276281,137.8638338
635,売地,磐田市見付1494-3,1550.0,1550.0,東海道本線,所有権,60,-,20.2,150,258.0,77,2023/8/18,2023/9/19,-,-,現況渡し,34.7300991,137.8618824
634,売地,磐田市見付2233-5,1100.0,1100.0,バス停/バス停,所有権,40,１種低層,15.0,80,245.56,73,2023/10/16,2023/12/11,-,-,現況渡し,34.7312845,137.8547276
639,売地,磐田市見付3908-2,3650.0,3650.0,東海道本線,所有権,50,-,13.7,150,893.08,266,2024/1/10,2024/2/9,-,-,相談,34.7321161,137.858685
640,売地,磐田市見付河原町3768番3,780.0,800.0,東海道本線,所有権,50,１種低層,15.5,80,168.72,50,2024/7/1,2024/7/13,-,-,建築条件付,34.7263215,137.8515769
641,売地,磐田市見付地脇町1368-1外,950.0,950.0,東海道本線/バス停,所有権,60,-,19.3,150,165.15,49,2023/3/23,2023/4/20,-,-,建築条件付,34.7279258,137.859914
644,売地,磐田市向笠西589-2、587-41、590-1、719-10,472.0,472.0,東海道本線/バス停,所有権,50,無指定,5.3,80,300.52,89,2025/1/14,2025/1/20,-,-,相談,34.7550558,137.8711395
643,売地,磐田市向笠竹之内1158-4,1300.0,800.0,東海道本線,所有権,50,-,7.9,80,555.01,165,2024/5/9,2024/6/16,-,-,更地渡し,34.7670274,137.8693538
658,売地,磐田市高木1-42,980.0,980.0,東海道本線,所有権,60,１種住居,15.8,200,208.18,62,2024/11/19,2024/12/25,-,-,更地渡し,34.6981427,137.8075561
655,売地,磐田市合代島844-9,968.0,868.0,天竜浜名湖鉄道,所有権,50,無指定,7.6,80,428.01,127,2023/11/2,2023/11/11,-,-,更地渡し,34.8308423,137.8430491
